Station_name,Available_bikes,Empty_slots,Longitude,Latitude,Count_4SQUARE_POI
St-Hubert / Laurier,1,16,-73.58786880970001,45.52893724049854,50
Bennett / Ste-Catherine,16,6,-73.53263273835182,45.55315915057821,23
Gilford / Papineau,12,2,-73.57802510261536,45.534609711904416,50
de Mortagne / de Montarville,8,10,-73.43605846166611,45.59147977279279,4
du Fort Saint-Louis / de la Perrière,15,0,-73.45154017210007,45.613330089384625,3
de Mortagne / Jean-Neveu,3,16,-73.44949901103973,45.56923752103412,8
Métro Papineau (Dorion / De Maisonneuve),4,26,-73.55236601831166,45.5238445756922,50
Lamarre / Lavallée,10,7,-73.48599582910538,45.53374770433337,7
Parc Laurier (Laurier / Dubuc),16,3,-73.47374618053436,45.533610547532355,6
Dollard / Van Horne,7,12,-73.6161071062088,45.51887607468706,19
Villeneuve / St-Laurent,1,22,-73.58956933021545,45.521269382097486,50
Ste-Catherine / St-Denis,0,15,-73.56045931577681,45.51380534702895,50
Villeneuve / du Parc,8,6,-73.59256982808802,45.51801230878908,50
Émile-Duployé / Sherbrooke,23,0,-73.56588721280787,45.5278406266837,45
Parc Olympique (Pie-IX / Sherbrooke),0,24,-73.55370283126831,45.554824549823,8
Crescent / de Maisonneuve N/E,1,22,-73.57759594917297,45.49812041247333,50
St-Dominique / du Mont-Royal,0,23,-73.58582027256489,45.52055948154798,50
Hôpital Pierre-Boucher (Jacques-Cartier / Bourdon),13,4,-73.4576690196991,45.53653210295224,6
de la Montagne / Sherbrooke,6,10,-73.57938900589943,45.500015468871446,50
Chambord / St-Joseph,9,10,-73.58226299285889,45.53206384071709,50
Parc Plage,5,12,-73.52748987080304,45.50263299287665,0
Plymouth / Chem.Eden,7,7,-73.66047888994217,45.506488823782234,9
Parc Maisonneuve (Viau / Sherbrooke),3,16,-73.5555911064148,45.56493679334249,4
Chambord / Beaubien,4,18,-73.59936207532883,45.539900246044354,50
Duke / Nazareth,13,1,-73.55461344122887,45.49572236030835,50
Wolfe / de la Gauchetière,1,14,-73.55291748050148,45.51625372636654,50
McGill / Wellington,1,30,-73.55489909648894,45.499447710650415,50
Masson / Molson,15,3,-73.57697686180472,45.54434593245247,47
Parc Molson (d'Iberville / Beaubien),1,17,-73.59198164194822,45.54902230455398,30
de Bellechasse / de Lanaudière,10,7,-73.59521873295307,45.539306918976,50
Ellendale / de la Côte-des-Neiges,14,17,-73.62923383712769,45.49966955063677,27
Lincoln / du Fort,15,0,-73.58389592183812,45.4930266623113,50
St-Sylvestre / St-Charles S/E,10,12,-73.51245582103729,45.53638893500808,18
Palm / St-Rémi,12,14,-73.5898107290268,45.47031892425747,36
Jean-Talon / de l'Épée,6,9,-73.62406253814697,45.52748661935468,43
Gare LaSalle (Highlands),6,10,-73.65713578464238,45.425612687757926,2
Métro St-Michel (Shaughnessy / St-Michel),4,11,-73.59948813915253,45.55907613768983,24
St-Hubert / René-Levesque,0,19,-73.55648696422577,45.514369201445305,50
Durocher / Beaumont,11,0,-73.61919969320297,45.52799772330074,50
